base_year,adm_dr_cd,adm_dr_nm,sigungu_nm,sido_nm,sido_nm_1,sigungu__1,sido_nm_12,sigungu__3,Included,Predicted,StdError
2018,1111065,상계1동,11110,11,서울특별시,노원구,서울,노원구,Yes,0.00232458717,0.00516307977
2018,1111066,상계2동,11110,11,서울특별시,노원구,서울,노원구,Yes,0.00232953575,0.00374967129
2018,1111069,상계5동,11110,11,서울특별시,노원구,서울,노원구,Yes,0.00227565718,0.00448302052
2018,1111072,상계8동,11110,11,서울특별시,노원구,서울,노원구,Yes,0.00225725969,0.00446970538
2018,1111073,상계9동,11110,11,서울특별시,노원구,서울,노원구,Yes,0.00227450153,0.00459899173
2018,1111074,상계10동,11110,11,서울특별시,노원구,서울,노원구,Yes,0.00226225226,0.00435856646
2018,1111076,상계3·4동,11110,11,서울특별시,노원구,서울,노원구,Yes,0.00217187249,0.00514440327
2018,1111077,상계6·7동,11110,11,서울특별시,노원구,서울,노원구,Yes,0.00226972168,0.00429343576
2018,1111078,중계2·3동,11110,11,서울특별시,노원구,서울,노원구,Yes,0.00231228269,0.00428288387
2018,1111079,공릉1동,11110,11,서울특별시,노원구,서울,노원구,Yes,0.00247580054,0.00499219106
2018,1112051,녹번동,11120,11,서울특별시,은평구,서울,은평구,Yes,0.00619832184,0.00442412592
2018,1112052,불광1동,11120,11,서울특별시,은평구,서울,은평구,Yes,0.00562468014,0.00404883509
2018,1112055,갈현1동,11120,11,서울특별시,은평구,서울,은평구,Yes,0.00302685581,0.00430356857
2018,1112056,갈현2동,11120,11,서울특별시,은평구,서울,은평구,Yes,0.00315731171,0.00433305734
2018,1112057,구산동,11120,11,서울특별시,은평구,서울,은평구,Yes,0.00320638211,0.0047764481
2018,1112058,대조동,11120,11,서울특별시,은평구,서울,은평구,Yes,0.004064145,0.00379703314
2018,1112059,응암1동,11120,11,서울특별시,은평구,서울,은평구,Yes,0.00535606342,0.00461356153
2018,1112060,응암2동,11120,11,서울특별시,은평구,서울,은평구,Yes,0.00480339467,0.00465588292
2018,1112065,신사1동,11120,11,서울특별시,은평구,서울,은평구,Yes,0.00351784892,0.0049721423
2018,1112066,신사2동,11120,11,서울특별시,은평구,서울,은평구,Yes,0.00335606176,0.0050306206
2018,1112067,증산동,11120,11,서울특별시,은평구,서울,은평구,Yes,0.00314025695,0.00491138723
2018,1112068,수색동,11120,11,서울특별시,은평구,서울,은평구,Yes,0.00262739513,0.00513620544
2018,1112071,진관동,11120,11,서울특별시,은평구,서울,은평구,Yes,0.00374201511,0.00500133355
2018,1112072,불광2동,11120,11,서울특별시,은평구,서울,은평구,Yes,0.00371567012,0.00339097983
2018,1112073,응암3동,11120,11,서울특별시,은평구,서울,은평구,Yes,0.00416413573,0.00474038592
2018,1112074,역촌동,11120,11,서울특별시,은평구,서울,은평구,Yes,0.00384436711,0.00470624472
2018,1113052,천연동,11130,11,서울특별시,서대문구,서울,서대문구,Yes,0.00756333646,0.00444091383
2018,1113062,홍제1동,11130,11,서울특별시,서대문구,서울,서대문구,Yes,0.00760063437,0.00363461389
2018,1113064,홍제3동,11130,11,서울특별시,서대문구,서울,서대문구,Yes,0.01053372196,0.00439404081
2018,1113065,홍제2동,11130,11,서울특별시,서대문구,서울,서대문구,Yes,0.00969124038,0.00415829078
2018,1113066,홍은1동,11130,11,서울특별시,서대문구,서울,서대문구,Yes,0.00912877145,0.00458664561
2018,1113068,홍은2동,11130,11,서울특별시,서대문구,서울,서대문구,Yes,0.00581506601,0.0041449596
2018,1113069,남가좌1동,11130,11,서울특별시,서대문구,서울,서대문구,Yes,0.00316084068,0.00422647183
2018,1113070,남가좌2동,11130,11,서울특별시,서대문구,서울,서대문구,Yes,0.00395521599,0.00430007982
2018,1113071,북가좌1동,11130,11,서울특별시,서대문구,서울,서대문구,Yes,0.00286142334,0.00453812077
2018,1113072,북가좌2동,11130,11,서울특별시,서대문구,서울,서대문구,Yes,0.00349940489,0.00466353266
2018,1113073,충현동,11130,11,서울특별시,서대문구,서울,서대문구,Yes,0.00611381518,0.00468144816
2018,1113074,북아현동,11130,11,서울특별시,서대문구,서울,서대문구,Yes,0.00511519188,0.00476139174
2018,1113075,신촌동,11130,11,서울특별시,서대문구,서울,서대문구,Yes,0.00479194322,0.00437613447
2018,1113076,연희동,11130,11,서울특별시,서대문구,서울,서대문구,Yes,0.00460092935,0.00366862328
2018,1114059,용강동,11140,11,서울특별시,마포구,서울,마포구,Yes,0.00320992166,0.00490565017
2018,1114060,대흥동,11140,11,서울특별시,마포구,서울,마포구,Yes,0.003763229,0.00481990171
2018,1114061,염리동,11140,11,서울특별시,마포구,서울,마포구,Yes,0.00375556493,0.00488397574
2018,1114063,신수동,11140,11,서울특별시,마포구,서울,마포구,Yes,0.00326033607,0.00481874232
2018,1114066,서교동,11140,11,서울특별시,마포구,서울,마포구,Yes,0.00277240679,0.00413651937
2018,1114068,합정동,11140,11,서울특별시,마포구,서울,마포구,Yes,0.00245068762,0.00420165105
2018,1114069,망원1동,11140,11,서울특별시,마포구,서울,마포구,Yes,0.00198775278,0.00395199465
2018,1114070,망원2동,11140,11,서울특별시,마포구,서울,마포구,Yes,0.00186889222,0.00362228533
2018,1114071,연남동,11140,11,서울특별시,마포구,서울,마포구,Yes,0.00303663277,0.0040279175
2018,1114072,성산1동,11140,11,서울특별시,마포구,서울,마포구,Yes,0.00216455761,0.00301049418
2018,1114073,성산2동,11140,11,서울특별시,마포구,서울,마포구,Yes,0.00222317072,0.00416906428
2018,1114074,상암동,11140,11,서울특별시,마포구,서울,마포구,Yes,0.00198179279,0.00510883069
2018,1114075,도화동,11140,11,서울특별시,마포구,서울,마포구,Yes,0.00301338356,0.00487820897
2018,1114076,서강동,11140,11,서울특별시,마포구,서울,마포구,Yes,0.00301211003,0.00461768417
2018,1114077,공덕동,11140,11,서울특별시,마포구,서울,마포구,Yes,0.00376902943,0.00482982854
2018,1114078,아현동,11140,11,서울특별시,마포구,서울,마포구,Yes,0.00404139218,0.00486394282
2018,1115051,목1동,11150,11,서울특별시,양천구,서울,양천구,Yes,0.00231704242,0.0044600323
2018,1115052,목2동,11150,11,서울특별시,양천구,서울,양천구,Yes,0.00201663002,0.0048568405
2018,1115053,목3동,11150,11,서울특별시,양천구,서울,양천구,Yes,0.00192928789,0.00485273125
2018,1115054,목4동,11150,11,서울특별시,양천구,서울,양천구,Yes,0.0020092004,0.00445136282
